# Phase 28 E5 certification matrix. GENERATED by wcore_eval_scenarios::e5_matrix — do not edit.
# Nine F28-01 dimensions x three OS families x the surfaces resolved from the candidate.
# Validated by: f28-ledger.py --check-matrix and --check-no-uncontrolled-skips
# max_surface_depth=1 cells=651
#cell_id	dimension	os	surface	criticality	applicability	skip_class	skip_evidence	activeness
unc-reparse-symlink-windows-plugin	unc-reparse-symlink	windows	cmd:plugin	standard	applicable	-	-	n/a
unc-reparse-symlink-windows-profile	unc-reparse-symlink	windows	cmd:profile	standard	applicable	-	-	n/a
unc-reparse-symlink-windows-project-context	unc-reparse-symlink	windows	cmd:project-context	standard	applicable	-	-	n/a
unc-reparse-symlink-windows-self-update	unc-reparse-symlink	windows	cmd:self-update	standard	applicable	-	-	n/a
unc-reparse-symlink-windows-session	unc-reparse-symlink	windows	cmd:session	standard	applicable	-	-	n/a
unc-reparse-symlink-windows-setup	unc-reparse-symlink	windows	cmd:setup	standard	applicable	-	-	n/a
unc-reparse-symlink-windows-swarm	unc-reparse-symlink	windows	cmd:swarm	standard	applicable	-	-	n/a
unc-reparse-symlink-windows-workflow	unc-reparse-symlink	windows	cmd:workflow	standard	applicable	-	-	n/a
process-cleanup-linux-acp	process-cleanup	linux	cmd:acp	critical	applicable	-	-	n/a
process-cleanup-linux-agent	process-cleanup	linux	cmd:agent	critical	applicable	-	-	n/a
process-cleanup-linux-auth	process-cleanup	linux	cmd:auth	critical	applicable	-	-	n/a
process-cleanup-linux-backend	process-cleanup	linux	cmd:backend	critical	applicable	-	-	n/a
process-cleanup-linux-backup	process-cleanup	linux	cmd:backup	critical	applicable	-	-	n/a
process-cleanup-linux-cron	process-cleanup	linux	cmd:cron	critical	applicable	-	-	n/a
process-cleanup-linux-crucible	process-cleanup	linux	cmd:crucible	critical	applicable	-	-	n/a
process-cleanup-linux-fetch	process-cleanup	linux	cmd:fetch	critical	applicable	-	-	n/a
process-cleanup-linux-forge	process-cleanup	linux	cmd:forge	critical	applicable	-	-	n/a
process-cleanup-linux-gateway	process-cleanup	linux	cmd:gateway	critical	applicable	-	-	n/a
process-cleanup-linux-image	process-cleanup	linux	cmd:image	critical	applicable	-	-	n/a
process-cleanup-linux-init	process-cleanup	linux	cmd:init	critical	applicable	-	-	n/a
process-cleanup-linux-mcp-serve	process-cleanup	linux	cmd:mcp-serve	critical	applicable	-	-	n/a
process-cleanup-linux-migrate	process-cleanup	linux	cmd:migrate	critical	applicable	-	-	n/a
process-cleanup-linux-models	process-cleanup	linux	cmd:models	critical	applicable	-	-	n/a
process-cleanup-linux-node	process-cleanup	linux	cmd:node	critical	applicable	-	-	n/a
process-cleanup-linux-plugin	process-cleanup	linux	cmd:plugin	critical	applicable	-	-	n/a
process-cleanup-linux-profile	process-cleanup	linux	cmd:profile	critical	applicable	-	-	n/a
process-cleanup-linux-project-context	process-cleanup	linux	cmd:project-context	critical	applicable	-	-	n/a
process-cleanup-linux-self-update	process-cleanup	linux	cmd:self-update	critical	applicable	-	-	n/a
process-cleanup-linux-session	process-cleanup	linux	cmd:session	critical	applicable	-	-	n/a
process-cleanup-linux-setup	process-cleanup	linux	cmd:setup	critical	applicable	-	-	n/a
process-cleanup-linux-swarm	process-cleanup	linux	cmd:swarm	critical	applicable	-	-	n/a
process-cleanup-linux-workflow	process-cleanup	linux	cmd:workflow	critical	applicable	-	-	n/a
process-cleanup-macos-acp	process-cleanup	macos	cmd:acp	critical	applicable	-	-	n/a
process-cleanup-macos-agent	process-cleanup	macos	cmd:agent	critical	applicable	-	-	n/a
process-cleanup-macos-auth	process-cleanup	macos	cmd:auth	critical	applicable	-	-	n/a
process-cleanup-macos-backend	process-cleanup	macos	cmd:backend	critical	applicable	-	-	n/a
process-cleanup-macos-backup	process-cleanup	macos	cmd:backup	critical	applicable	-	-	n/a
process-cleanup-macos-cron	process-cleanup	macos	cmd:cron	critical	applicable	-	-	n/a
process-cleanup-macos-crucible	process-cleanup	macos	cmd:crucible	critical	applicable	-	-	n/a
process-cleanup-macos-fetch	process-cleanup	macos	cmd:fetch	critical	applicable	-	-	n/a
process-cleanup-macos-forge	process-cleanup	macos	cmd:forge	critical	applicable	-	-	n/a
process-cleanup-macos-gateway	process-cleanup	macos	cmd:gateway	critical	applicable	-	-	n/a
process-cleanup-macos-image	process-cleanup	macos	cmd:image	critical	applicable	-	-	n/a
process-cleanup-macos-init	process-cleanup	macos	cmd:init	critical	applicable	-	-	n/a
process-cleanup-macos-mcp-serve	process-cleanup	macos	cmd:mcp-serve	critical	applicable	-	-	n/a
process-cleanup-macos-migrate	process-cleanup	macos	cmd:migrate	critical	applicable	-	-	n/a
process-cleanup-macos-models	process-cleanup	macos	cmd:models	critical	applicable	-	-	n/a
process-cleanup-macos-node	process-cleanup	macos	cmd:node	critical	applicable	-	-	n/a
process-cleanup-macos-plugin	process-cleanup	macos	cmd:plugin	critical	applicable	-	-	n/a
process-cleanup-macos-profile	process-cleanup	macos	cmd:profile	critical	applicable	-	-	n/a
process-cleanup-macos-project-context	process-cleanup	macos	cmd:project-context	critical	applicable	-	-	n/a
process-cleanup-macos-self-update	process-cleanup	macos	cmd:self-update	critical	applicable	-	-	n/a
process-cleanup-macos-session	process-cleanup	macos	cmd:session	critical	applicable	-	-	n/a
process-cleanup-macos-setup	process-cleanup	macos	cmd:setup	critical	applicable	-	-	n/a
process-cleanup-macos-swarm	process-cleanup	macos	cmd:swarm	critical	applicable	-	-	n/a
process-cleanup-macos-workflow	process-cleanup	macos	cmd:workflow	critical	applicable	-	-	n/a
process-cleanup-windows-acp	process-cleanup	windows	cmd:acp	critical	applicable	-	-	n/a
process-cleanup-windows-agent	process-cleanup	windows	cmd:agent	critical	applicable	-	-	n/a
process-cleanup-windows-auth	process-cleanup	windows	cmd:auth	critical	applicable	-	-	n/a
process-cleanup-windows-backend	process-cleanup	windows	cmd:backend	critical	applicable	-	-	n/a
process-cleanup-windows-backup	process-cleanup	windows	cmd:backup	critical	applicable	-	-	n/a
process-cleanup-windows-cron	process-cleanup	windows	cmd:cron	critical	applicable	-	-	n/a
process-cleanup-windows-crucible	process-cleanup	windows	cmd:crucible	critical	applicable	-	-	n/a
process-cleanup-windows-fetch	process-cleanup	windows	cmd:fetch	critical	applicable	-	-	n/a
process-cleanup-windows-forge	process-cleanup	windows	cmd:forge	critical	applicable	-	-	n/a
process-cleanup-windows-gateway	process-cleanup	windows	cmd:gateway	critical	applicable	-	-	n/a
process-cleanup-windows-image	process-cleanup	windows	cmd:image	critical	applicable	-	-	n/a
process-cleanup-windows-init	process-cleanup	windows	cmd:init	critical	applicable	-	-	n/a
process-cleanup-windows-mcp-serve	process-cleanup	windows	cmd:mcp-serve	critical	applicable	-	-	n/a
process-cleanup-windows-migrate	process-cleanup	windows	cmd:migrate	critical	applicable	-	-	n/a
process-cleanup-windows-models	process-cleanup	windows	cmd:models	critical	applicable	-	-	n/a
process-cleanup-windows-node	process-cleanup	windows	cmd:node	critical	applicable	-	-	n/a
process-cleanup-windows-plugin	process-cleanup	windows	cmd:plugin	critical	applicable	-	-	n/a
process-cleanup-windows-profile	process-cleanup	windows	cmd:profile	critical	applicable	-	-	n/a
process-cleanup-windows-project-context	process-cleanup	windows	cmd:project-context	critical	applicable	-	-	n/a
process-cleanup-windows-self-update	process-cleanup	windows	cmd:self-update	critical	applicable	-	-	n/a
process-cleanup-windows-session	process-cleanup	windows	cmd:session	critical	applicable	-	-	n/a
process-cleanup-windows-setup	process-cleanup	windows	cmd:setup	critical	applicable	-	-	n/a
process-cleanup-windows-swarm	process-cleanup	windows	cmd:swarm	critical	applicable	-	-	n/a
process-cleanup-windows-workflow	process-cleanup	windows	cmd:workflow	critical	applicable	-	-	n/a
suspend-resume-linux-acp	suspend-resume	linux	cmd:acp	standard	applicable	-	-	n/a
suspend-resume-linux-agent	suspend-resume	linux	cmd:agent	standard	applicable	-	-	n/a
suspend-resume-linux-auth	suspend-resume	linux	cmd:auth	standard	applicable	-	-	n/a
suspend-resume-linux-backend	suspend-resume	linux	cmd:backend	standard	applicable	-	-	n/a
suspend-resume-linux-backup	suspend-resume	linux	cmd:backup	standard	applicable	-	-	n/a
suspend-resume-linux-cron	suspend-resume	linux	cmd:cron	standard	applicable	-	-	n/a
suspend-resume-linux-crucible	suspend-resume	linux	cmd:crucible	standard	applicable	-	-	n/a
suspend-resume-linux-fetch	suspend-resume	linux	cmd:fetch	standard	applicable	-	-	n/a
suspend-resume-linux-forge	suspend-resume	linux	cmd:forge	standard	applicable	-	-	n/a
suspend-resume-linux-gateway	suspend-resume	linux	cmd:gateway	standard	applicable	-	-	n/a
suspend-resume-linux-image	suspend-resume	linux	cmd:image	standard	applicable	-	-	n/a
suspend-resume-linux-init	suspend-resume	linux	cmd:init	standard	applicable	-	-	n/a
suspend-resume-linux-mcp-serve	suspend-resume	linux	cmd:mcp-serve	standard	applicable	-	-	n/a
suspend-resume-linux-migrate	suspend-resume	linux	cmd:migrate	standard	applicable	-	-	n/a
suspend-resume-linux-models	suspend-resume	linux	cmd:models	standard	applicable	-	-	n/a
suspend-resume-linux-node	suspend-resume	linux	cmd:node	standard	applicable	-	-	n/a
suspend-resume-linux-plugin	suspend-resume	linux	cmd:plugin	standard	applicable	-	-	n/a
suspend-resume-linux-profile	suspend-resume	linux	cmd:profile	standard	applicable	-	-	n/a
suspend-resume-linux-project-context	suspend-resume	linux	cmd:project-context	standard	applicable	-	-	n/a
suspend-resume-linux-self-update	suspend-resume	linux	cmd:self-update	standard	applicable	-	-	n/a
suspend-resume-linux-session	suspend-resume	linux	cmd:session	standard	applicable	-	-	n/a
suspend-resume-linux-setup	suspend-resume	linux	cmd:setup	standard	applicable	-	-	n/a
suspend-resume-linux-swarm	suspend-resume	linux	cmd:swarm	standard	applicable	-	-	n/a
suspend-resume-linux-workflow	suspend-resume	linux	cmd:workflow	standard	applicable	-	-	n/a
suspend-resume-macos-acp	suspend-resume	macos	cmd:acp	standard	applicable	-	-	n/a
suspend-resume-macos-agent	suspend-resume	macos	cmd:agent	standard	applicable	-	-	n/a
suspend-resume-macos-auth	suspend-resume	macos	cmd:auth	standard	applicable	-	-	n/a
suspend-resume-macos-backend	suspend-resume	macos	cmd:backend	standard	applicable	-	-	n/a
suspend-resume-macos-backup	suspend-resume	macos	cmd:backup	standard	applicable	-	-	n/a
suspend-resume-macos-cron	suspend-resume	macos	cmd:cron	standard	applicable	-	-	n/a
suspend-resume-macos-crucible	suspend-resume	macos	cmd:crucible	standard	applicable	-	-	n/a
suspend-resume-macos-fetch	suspend-resume	macos	cmd:fetch	standard	applicable	-	-	n/a
suspend-resume-macos-forge	suspend-resume	macos	cmd:forge	standard	applicable	-	-	n/a
suspend-resume-macos-gateway	suspend-resume	macos	cmd:gateway	standard	applicable	-	-	n/a
suspend-resume-macos-image	suspend-resume	macos	cmd:image	standard	applicable	-	-	n/a
suspend-resume-macos-init	suspend-resume	macos	cmd:init	standard	applicable	-	-	n/a
suspend-resume-macos-mcp-serve	suspend-resume	macos	cmd:mcp-serve	standard	applicable	-	-	n/a
suspend-resume-macos-migrate	suspend-resume	macos	cmd:migrate	standard	applicable	-	-	n/a
suspend-resume-macos-models	suspend-resume	macos	cmd:models	standard	applicable	-	-	n/a
suspend-resume-macos-node	suspend-resume	macos	cmd:node	standard	applicable	-	-	n/a
suspend-resume-macos-plugin	suspend-resume	macos	cmd:plugin	standard	applicable	-	-	n/a
suspend-resume-macos-profile	suspend-resume	macos	cmd:profile	standard	applicable	-	-	n/a
suspend-resume-macos-project-context	suspend-resume	macos	cmd:project-context	standard	applicable	-	-	n/a
suspend-resume-macos-self-update	suspend-resume	macos	cmd:self-update	standard	applicable	-	-	n/a
suspend-resume-macos-session	suspend-resume	macos	cmd:session	standard	applicable	-	-	n/a
suspend-resume-macos-setup	suspend-resume	macos	cmd:setup	standard	applicable	-	-	n/a
suspend-resume-macos-swarm	suspend-resume	macos	cmd:swarm	standard	applicable	-	-	n/a
suspend-resume-macos-workflow	suspend-resume	macos	cmd:workflow	standard	applicable	-	-	n/a
suspend-resume-windows-acp	suspend-resume	windows	cmd:acp	standard	applicable	-	-	n/a
suspend-resume-windows-agent	suspend-resume	windows	cmd:agent	standard	applicable	-	-	n/a
suspend-resume-windows-auth	suspend-resume	windows	cmd:auth	standard	applicable	-	-	n/a
suspend-resume-windows-backend	suspend-resume	windows	cmd:backend	standard	applicable	-	-	n/a
suspend-resume-windows-backup	suspend-resume	windows	cmd:backup	standard	applicable	-	-	n/a
suspend-resume-windows-cron	suspend-resume	windows	cmd:cron	standard	applicable	-	-	n/a
suspend-resume-windows-crucible	suspend-resume	windows	cmd:crucible	standard	applicable	-	-	n/a
suspend-resume-windows-fetch	suspend-resume	windows	cmd:fetch	standard	applicable	-	-	n/a
suspend-resume-windows-forge	suspend-resume	windows	cmd:forge	standard	applicable	-	-	n/a
suspend-resume-windows-gateway	suspend-resume	windows	cmd:gateway	standard	applicable	-	-	n/a
suspend-resume-windows-image	suspend-resume	windows	cmd:image	standard	applicable	-	-	n/a
suspend-resume-windows-init	suspend-resume	windows	cmd:init	standard	applicable	-	-	n/a
suspend-resume-windows-mcp-serve	suspend-resume	windows	cmd:mcp-serve	standard	applicable	-	-	n/a
suspend-resume-windows-migrate	suspend-resume	windows	cmd:migrate	standard	applicable	-	-	n/a
suspend-resume-windows-models	suspend-resume	windows	cmd:models	standard	applicable	-	-	n/a
suspend-resume-windows-node	suspend-resume	windows	cmd:node	standard	applicable	-	-	n/a
suspend-resume-windows-plugin	suspend-resume	windows	cmd:plugin	standard	applicable	-	-	n/a
suspend-resume-windows-profile	suspend-resume	windows	cmd:profile	standard	applicable	-	-	n/a
suspend-resume-windows-project-context	suspend-resume	windows	cmd:project-context	standard	applicable	-	-	n/a
suspend-resume-windows-self-update	suspend-resume	windows	cmd:self-update	standard	applicable	-	-	n/a
suspend-resume-windows-session	suspend-resume	windows	cmd:session	standard	applicable	-	-	n/a
suspend-resume-windows-setup	suspend-resume	windows	cmd:setup	standard	applicable	-	-	n/a
suspend-resume-windows-swarm	suspend-resume	windows	cmd:swarm	standard	applicable	-	-	n/a
suspend-resume-windows-workflow	suspend-resume	windows	cmd:workflow	standard	applicable	-	-	n/a
offline-linux-acp	offline	linux	cmd:acp	standard	applicable	-	-	n/a
offline-linux-agent	offline	linux	cmd:agent	standard	applicable	-	-	n/a
offline-linux-auth	offline	linux	cmd:auth	standard	applicable	-	-	n/a
offline-linux-backend	offline	linux	cmd:backend	standard	applicable	-	-	n/a
offline-linux-backup	offline	linux	cmd:backup	standard	applicable	-	-	n/a
offline-linux-cron	offline	linux	cmd:cron	standard	applicable	-	-	n/a
offline-linux-crucible	offline	linux	cmd:crucible	standard	applicable	-	-	n/a
offline-linux-fetch	offline	linux	cmd:fetch	standard	applicable	-	-	n/a
offline-linux-forge	offline	linux	cmd:forge	standard	applicable	-	-	n/a
offline-linux-gateway	offline	linux	cmd:gateway	standard	applicable	-	-	n/a
offline-linux-image	offline	linux	cmd:image	standard	applicable	-	-	n/a
offline-linux-init	offline	linux	cmd:init	standard	applicable	-	-	n/a
offline-linux-mcp-serve	offline	linux	cmd:mcp-serve	standard	applicable	-	-	n/a
offline-linux-migrate	offline	linux	cmd:migrate	standard	applicable	-	-	n/a
offline-linux-models	offline	linux	cmd:models	standard	applicable	-	-	n/a
offline-linux-node	offline	linux	cmd:node	standard	applicable	-	-	n/a
offline-linux-plugin	offline	linux	cmd:plugin	standard	applicable	-	-	n/a
offline-linux-profile	offline	linux	cmd:profile	standard	applicable	-	-	n/a
offline-linux-project-context	offline	linux	cmd:project-context	standard	applicable	-	-	n/a
offline-linux-self-update	offline	linux	cmd:self-update	standard	applicable	-	-	n/a
offline-linux-session	offline	linux	cmd:session	standard	applicable	-	-	n/a
offline-linux-setup	offline	linux	cmd:setup	standard	applicable	-	-	n/a
offline-linux-swarm	offline	linux	cmd:swarm	standard	applicable	-	-	n/a
offline-linux-workflow	offline	linux	cmd:workflow	standard	applicable	-	-	n/a
offline-macos-acp	offline	macos	cmd:acp	standard	applicable	-	-	n/a
offline-macos-agent	offline	macos	cmd:agent	standard	applicable	-	-	n/a
offline-macos-auth	offline	macos	cmd:auth	standard	applicable	-	-	n/a
offline-macos-backend	offline	macos	cmd:backend	standard	applicable	-	-	n/a
offline-macos-backup	offline	macos	cmd:backup	standard	applicable	-	-	n/a
offline-macos-cron	offline	macos	cmd:cron	standard	applicable	-	-	n/a
offline-macos-crucible	offline	macos	cmd:crucible	standard	applicable	-	-	n/a
offline-macos-fetch	offline	macos	cmd:fetch	standard	applicable	-	-	n/a
offline-macos-forge	offline	macos	cmd:forge	standard	applicable	-	-	n/a
offline-macos-gateway	offline	macos	cmd:gateway	standard	applicable	-	-	n/a
offline-macos-image	offline	macos	cmd:image	standard	applicable	-	-	n/a
offline-macos-init	offline	macos	cmd:init	standard	applicable	-	-	n/a
offline-macos-mcp-serve	offline	macos	cmd:mcp-serve	standard	applicable	-	-	n/a
offline-macos-migrate	offline	macos	cmd:migrate	standard	applicable	-	-	n/a
offline-macos-models	offline	macos	cmd:models	standard	applicable	-	-	n/a
offline-macos-node	offline	macos	cmd:node	standard	applicable	-	-	n/a
offline-macos-plugin	offline	macos	cmd:plugin	standard	applicable	-	-	n/a
offline-macos-profile	offline	macos	cmd:profile	standard	applicable	-	-	n/a
offline-macos-project-context	offline	macos	cmd:project-context	standard	applicable	-	-	n/a
offline-macos-self-update	offline	macos	cmd:self-update	standard	applicable	-	-	n/a
offline-macos-session	offline	macos	cmd:session	standard	applicable	-	-	n/a
offline-macos-setup	offline	macos	cmd:setup	standard	applicable	-	-	n/a
offline-macos-swarm	offline	macos	cmd:swarm	standard	applicable	-	-	n/a
offline-macos-workflow	offline	macos	cmd:workflow	standard	applicable	-	-	n/a
offline-windows-acp	offline	windows	cmd:acp	standard	applicable	-	-	n/a
offline-windows-agent	offline	windows	cmd:agent	standard	applicable	-	-	n/a
offline-windows-auth	offline	windows	cmd:auth	standard	applicable	-	-	n/a
offline-windows-backend	offline	windows	cmd:backend	standard	applicable	-	-	n/a
offline-windows-backup	offline	windows	cmd:backup	standard	applicable	-	-	n/a
offline-windows-cron	offline	windows	cmd:cron	standard	applicable	-	-	n/a
offline-windows-crucible	offline	windows	cmd:crucible	standard	applicable	-	-	n/a
offline-windows-fetch	offline	windows	cmd:fetch	standard	applicable	-	-	n/a
offline-windows-forge	offline	windows	cmd:forge	standard	applicable	-	-	n/a
offline-windows-gateway	offline	windows	cmd:gateway	standard	applicable	-	-	n/a
offline-windows-image	offline	windows	cmd:image	standard	applicable	-	-	n/a
offline-windows-init	offline	windows	cmd:init	standard	applicable	-	-	n/a
offline-windows-mcp-serve	offline	windows	cmd:mcp-serve	standard	applicable	-	-	n/a
offline-windows-migrate	offline	windows	cmd:migrate	standard	applicable	-	-	n/a
offline-windows-models	offline	windows	cmd:models	standard	applicable	-	-	n/a
offline-windows-node	offline	windows	cmd:node	standard	applicable	-	-	n/a
offline-windows-plugin	offline	windows	cmd:plugin	standard	applicable	-	-	n/a
offline-windows-profile	offline	windows	cmd:profile	standard	applicable	-	-	n/a
offline-windows-project-context	offline	windows	cmd:project-context	standard	applicable	-	-	n/a
offline-windows-self-update	offline	windows	cmd:self-update	standard	applicable	-	-	n/a
offline-windows-session	offline	windows	cmd:session	standard	applicable	-	-	n/a
offline-windows-setup	offline	windows	cmd:setup	standard	applicable	-	-	n/a
offline-windows-swarm	offline	windows	cmd:swarm	standard	applicable	-	-	n/a
offline-windows-workflow	offline	windows	cmd:workflow	standard	applicable	-	-	n/a
disk-full-read-only-linux-acp	disk-full-read-only	linux	cmd:acp	standard	applicable	-	-	n/a
disk-full-read-only-linux-agent	disk-full-read-only	linux	cmd:agent	standard	applicable	-	-	n/a
disk-full-read-only-linux-auth	disk-full-read-only	linux	cmd:auth	standard	applicable	-	-	n/a
disk-full-read-only-linux-backend	disk-full-read-only	linux	cmd:backend	standard	applicable	-	-	n/a
disk-full-read-only-linux-backup	disk-full-read-only	linux	cmd:backup	standard	applicable	-	-	n/a
disk-full-read-only-linux-cron	disk-full-read-only	linux	cmd:cron	standard	applicable	-	-	n/a
disk-full-read-only-linux-crucible	disk-full-read-only	linux	cmd:crucible	standard	applicable	-	-	n/a
disk-full-read-only-linux-fetch	disk-full-read-only	linux	cmd:fetch	standard	applicable	-	-	n/a
disk-full-read-only-linux-forge	disk-full-read-only	linux	cmd:forge	standard	applicable	-	-	n/a
disk-full-read-only-linux-gateway	disk-full-read-only	linux	cmd:gateway	standard	applicable	-	-	n/a
disk-full-read-only-linux-image	disk-full-read-only	linux	cmd:image	standard	applicable	-	-	n/a
disk-full-read-only-linux-init	disk-full-read-only	linux	cmd:init	standard	applicable	-	-	n/a
disk-full-read-only-linux-mcp-serve	disk-full-read-only	linux	cmd:mcp-serve	standard	applicable	-	-	n/a
disk-full-read-only-linux-migrate	disk-full-read-only	linux	cmd:migrate	standard	applicable	-	-	n/a
disk-full-read-only-linux-models	disk-full-read-only	linux	cmd:models	standard	applicable	-	-	n/a
disk-full-read-only-linux-node	disk-full-read-only	linux	cmd:node	standard	applicable	-	-	n/a
disk-full-read-only-linux-plugin	disk-full-read-only	linux	cmd:plugin	standard	applicable	-	-	n/a
disk-full-read-only-linux-profile	disk-full-read-only	linux	cmd:profile	standard	applicable	-	-	n/a
disk-full-read-only-linux-project-context	disk-full-read-only	linux	cmd:project-context	standard	applicable	-	-	n/a
disk-full-read-only-linux-self-update	disk-full-read-only	linux	cmd:self-update	standard	applicable	-	-	n/a
disk-full-read-only-linux-session	disk-full-read-only	linux	cmd:session	standard	applicable	-	-	n/a
disk-full-read-only-linux-setup	disk-full-read-only	linux	cmd:setup	standard	applicable	-	-	n/a
disk-full-read-only-linux-swarm	disk-full-read-only	linux	cmd:swarm	standard	applicable	-	-	n/a
disk-full-read-only-linux-workflow	disk-full-read-only	linux	cmd:workflow	standard	applicable	-	-	n/a
disk-full-read-only-macos-acp	disk-full-read-only	macos	cmd:acp	standard	applicable	-	-	n/a
disk-full-read-only-macos-agent	disk-full-read-only	macos	cmd:agent	standard	applicable	-	-	n/a
disk-full-read-only-macos-auth	disk-full-read-only	macos	cmd:auth	standard	applicable	-	-	n/a
disk-full-read-only-macos-backend	disk-full-read-only	macos	cmd:backend	standard	applicable	-	-	n/a
disk-full-read-only-macos-backup	disk-full-read-only	macos	cmd:backup	standard	applicable	-	-	n/a
disk-full-read-only-macos-cron	disk-full-read-only	macos	cmd:cron	standard	applicable	-	-	n/a
disk-full-read-only-macos-crucible	disk-full-read-only	macos	cmd:crucible	standard	applicable	-	-	n/a
disk-full-read-only-macos-fetch	disk-full-read-only	macos	cmd:fetch	standard	applicable	-	-	n/a
disk-full-read-only-macos-forge	disk-full-read-only	macos	cmd:forge	standard	applicable	-	-	n/a
disk-full-read-only-macos-gateway	disk-full-read-only	macos	cmd:gateway	standard	applicable	-	-	n/a
disk-full-read-only-macos-image	disk-full-read-only	macos	cmd:image	standard	applicable	-	-	n/a
disk-full-read-only-macos-init	disk-full-read-only	macos	cmd:init	standard	applicable	-	-	n/a
disk-full-read-only-macos-mcp-serve	disk-full-read-only	macos	cmd:mcp-serve	standard	applicable	-	-	n/a
disk-full-read-only-macos-migrate	disk-full-read-only	macos	cmd:migrate	standard	applicable	-	-	n/a
disk-full-read-only-macos-models	disk-full-read-only	macos	cmd:models	standard	applicable	-	-	n/a
disk-full-read-only-macos-node	disk-full-read-only	macos	cmd:node	standard	applicable	-	-	n/a
disk-full-read-only-macos-plugin	disk-full-read-only	macos	cmd:plugin	standard	applicable	-	-	n/a
disk-full-read-only-macos-profile	disk-full-read-only	macos	cmd:profile	standard	applicable	-	-	n/a
disk-full-read-only-macos-project-context	disk-full-read-only	macos	cmd:project-context	standard	applicable	-	-	n/a
disk-full-read-only-macos-self-update	disk-full-read-only	macos	cmd:self-update	standard	applicable	-	-	n/a
disk-full-read-only-macos-session	disk-full-read-only	macos	cmd:session	standard	applicable	-	-	n/a
disk-full-read-only-macos-setup	disk-full-read-only	macos	cmd:setup	standard	applicable	-	-	n/a
disk-full-read-only-macos-swarm	disk-full-read-only	macos	cmd:swarm	standard	applicable	-	-	n/a
disk-full-read-only-macos-workflow	disk-full-read-only	macos	cmd:workflow	standard	applicable	-	-	n/a
disk-full-read-only-windows-acp	disk-full-read-only	windows	cmd:acp	standard	applicable	-	-	n/a
disk-full-read-only-windows-agent	disk-full-read-only	windows	cmd:agent	standard	applicable	-	-	n/a
disk-full-read-only-windows-auth	disk-full-read-only	windows	cmd:auth	standard	applicable	-	-	n/a
disk-full-read-only-windows-backend	disk-full-read-only	windows	cmd:backend	standard	applicable	-	-	n/a
disk-full-read-only-windows-backup	disk-full-read-only	windows	cmd:backup	standard	applicable	-	-	n/a
disk-full-read-only-windows-cron	disk-full-read-only	windows	cmd:cron	standard	applicable	-	-	n/a
disk-full-read-only-windows-crucible	disk-full-read-only	windows	cmd:crucible	standard	applicable	-	-	n/a
disk-full-read-only-windows-fetch	disk-full-read-only	windows	cmd:fetch	standard	applicable	-	-	n/a
disk-full-read-only-windows-forge	disk-full-read-only	windows	cmd:forge	standard	applicable	-	-	n/a
disk-full-read-only-windows-gateway	disk-full-read-only	windows	cmd:gateway	standard	applicable	-	-	n/a
disk-full-read-only-windows-image	disk-full-read-only	windows	cmd:image	standard	applicable	-	-	n/a
disk-full-read-only-windows-init	disk-full-read-only	windows	cmd:init	standard	applicable	-	-	n/a
disk-full-read-only-windows-mcp-serve	disk-full-read-only	windows	cmd:mcp-serve	standard	applicable	-	-	n/a
disk-full-read-only-windows-migrate	disk-full-read-only	windows	cmd:migrate	standard	applicable	-	-	n/a
disk-full-read-only-windows-models	disk-full-read-only	windows	cmd:models	standard	applicable	-	-	n/a
disk-full-read-only-windows-node	disk-full-read-only	windows	cmd:node	standard	applicable	-	-	n/a
disk-full-read-only-windows-plugin	disk-full-read-only	windows	cmd:plugin	standard	applicable	-	-	n/a
disk-full-read-only-windows-profile	disk-full-read-only	windows	cmd:profile	standard	applicable	-	-	n/a
disk-full-read-only-windows-project-context	disk-full-read-only	windows	cmd:project-context	standard	applicable	-	-	n/a
disk-full-read-only-windows-self-update	disk-full-read-only	windows	cmd:self-update	standard	applicable	-	-	n/a
disk-full-read-only-windows-session	disk-full-read-only	windows	cmd:session	standard	applicable	-	-	n/a
disk-full-read-only-windows-setup	disk-full-read-only	windows	cmd:setup	standard	applicable	-	-	n/a
disk-full-read-only-windows-swarm	disk-full-read-only	windows	cmd:swarm	standard	applicable	-	-	n/a
disk-full-read-only-windows-workflow	disk-full-read-only	windows	cmd:workflow	standard	applicable	-	-	n/a
hostile-inputs-linux-acp	hostile-inputs	linux	cmd:acp	standard	applicable	-	-	n/a
hostile-inputs-linux-agent	hostile-inputs	linux	cmd:agent	standard	applicable	-	-	n/a
hostile-inputs-linux-auth	hostile-inputs	linux	cmd:auth	standard	applicable	-	-	n/a
hostile-inputs-linux-backend	hostile-inputs	linux	cmd:backend	standard	applicable	-	-	n/a
hostile-inputs-linux-backup	hostile-inputs	linux	cmd:backup	standard	applicable	-	-	n/a
hostile-inputs-linux-cron	hostile-inputs	linux	cmd:cron	standard	applicable	-	-	n/a
hostile-inputs-linux-crucible	hostile-inputs	linux	cmd:crucible	standard	applicable	-	-	n/a
hostile-inputs-linux-fetch	hostile-inputs	linux	cmd:fetch	standard	applicable	-	-	n/a
hostile-inputs-linux-forge	hostile-inputs	linux	cmd:forge	standard	applicable	-	-	n/a
hostile-inputs-linux-gateway	hostile-inputs	linux	cmd:gateway	standard	applicable	-	-	n/a
hostile-inputs-linux-image	hostile-inputs	linux	cmd:image	standard	applicable	-	-	n/a
